
DisplayName                                                                                  DisplayVersion      Publisher      
Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64 (x64)                                    10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64 (x64)                                    9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64 (x64)                                    9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64 (x64)                                   9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64 (x64)                                   9.0.10.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64 (x64)                                   10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64 (x64)                                   9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64 (x64)                                   8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64 (x64)                                     8.0.20.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64 (x64)                                     9.0.9.0             Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64 (x64)                                     9.0.17.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64 (x64)                                     10.0.9.0            Microsoft Co...
Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64 (x64)                                     9.0.10.0            Microsoft Co...
MiniTool Partition Wizard Free 13.6                                                          13.6                MiniTool Sof...
MiniTool ShadowMaker PW Edition                                                              4.8                 MiniTool Sof...
MongoDB 8.3.4 2008R2Plus SSL (64 bit)                                                        8.3.4               MongoDB Inc.   
Mozilla Firefox ESR (x64 en-US)                                                              140.11.0            Mozilla        
Mozilla Maintenance Service                                                                  140.11.1            Mozilla        
Mozilla Thunderbird ESR (x64 es-ES)                                                          140.11.1            Mozilla        
MSI Development Tools                                                                        10.1.26100.8249     Microsoft Co...
MSI Development Tools                                                                        10.1.22621.5040     Microsoft Co...
MySQL Server 8.4                                                                             8.4.9               Oracle Corpo...
MySQL Workbench 8.0 CE                                                                       8.0.47              Oracle Corpo...
Node.js                                                                                      25.9.0              Node.js Foun...
Notepad++ (64-bit x64)                                                                       8.9.6.4             Notepad++ Team 
NZXT CAM 4.75.7                                                                              4.75.7              NZXT, Inc.     
OBS Studio                                                                                   32.1.2              OBS Project    
Office 16 Click-to-Run Extensibility Component                                               16.0.20026.20076    Microsoft Co...
Office 16 Click-to-Run Localization Component                                                16.0.20026.20168    Microsoft Co...
Oh My Posh                                                                                   29.14.0             Jan De Dobbe...
Open XML SDK 2.5 for Microsoft Office                                                        2.5.5631            Microsoft Co...
OpenSSL 4.0.1 Light (64-bit)                                                                 4.0.1               OpenSSL Win6...
Paint.NET                                                                                    5.1.12              dotPDN LLC     
Paquete acumulativo de Intellisense de Microsoft .NET Framework para Visual Studio (español) 4.8.09037           Microsoft Co...
Paquete de compatibilidad de Microsoft .NET Framework 4.7.2 (español)                        4.7.03062           Microsoft Co...
Paquete de compatibilidad de Microsoft .NET Framework 4.8 (español)                          4.8.03761           Microsoft Co...
Paquete de idioma de Microsoft Visual Studio 2010 Tools para Office Runtime (x64) - ESN      10.0.60917          Microsoft Co...
Paquete de idioma de SQL Server Management Studio - Español                                  20.2.37.0           Microsoft Corp.
Paquete de idioma de Visor de Ayuda de Microsoft 2.3 - ESN                                   2.3.28107           Microsoft Co...
Paquete de idioma de Visor de Ayuda de Microsoft 2.3 - ESN                                   2.3.28107           Microsoft Co...
PawnIO                                                                                       2.2.0.0             namazso        
PowerToys (Preview)                                                                          0.100.0             Microsoft Co...
Promontory_GPIO Driver                                                                       3.0.3.0             Advanced Mic...
Proveedor OLE DB de Microsoft Analysis Services                                              16.0.5143.0         Microsoft Co...
Proveedor OLE DB de Microsoft Analysis Services                                              16.0.5143.0         Microsoft Co...
PuTTY release 0.84 (64-bit)                                                                  0.84.0.0            Simon Tatham   
Python 3.13.14 Add to Path (64-bit)                                                          3.13.14150.0        Python Softw...
Python 3.13.14 Core Interpreter (64-bit)                                                     3.13.14150.0        Python Softw...
Python 3.13.14 Development Libraries (64-bit)                                                3.13.14150.0        Python Softw...
Python 3.13.14 Documentation (64-bit)                                                        3.13.14150.0        Python Softw...
Python 3.13.14 Executables (64-bit)                                                          3.13.14150.0        Python Softw...
Python 3.13.14 pip Bootstrap (64-bit)                                                        3.13.14150.0        Python Softw...
Python 3.13.14 Standard Library (64-bit)                                                     3.13.14150.0        Python Softw...
Python 3.13.14 Tcl/Tk Support (64-bit)                                                       3.13.14150.0        Python Softw...
Python 3.13.14 Test Suite (64-bit)                                                           3.13.14150.0        Python Softw...
Python 3.14.6 Add to Path (64-bit)                                                           3.14.6150.0         Python Softw...
Python 3.14.6 Core Interpreter (64-bit)                                                      3.14.6150.0         Python Softw...
Python 3.14.6 Development Libraries (64-bit)                                                 3.14.6150.0         Python Softw...
Python 3.14.6 Documentation (64-bit)                                                         3.14.6150.0         Python Softw...
Python 3.14.6 Executables (64-bit)                                                           3.14.6150.0         Python Softw...
Python 3.14.6 pip Bootstrap (64-bit)                                                         3.14.6150.0         Python Softw...
Python 3.14.6 Standard Library (64-bit)                                                      3.14.6150.0         Python Softw...
Python 3.14.6 Tcl/Tk Support (64-bit)                                                        3.14.6150.0         Python Softw...
Python 3.14.6 Test Suite (64-bit)                                                            3.14.6150.0         Python Softw...
Python Install Manager                                                                       25.2.240.0          Python Softw...
Python Launcher                                                                              3.14.6150.0         Python Softw...
qBittorrent                                                                                  5.2.0               The qBittorr...
Realtek Audio Driver                                                                         6.0.9700.1          Realtek Semi...
Realtek Ethernet Controller Driver                                                           11.19.0704.2024     Realtek        
Remoted iOS Simulator for Visual Studio                                                      18.0.0.606          Microsoft Co...
RustDesk                                                                                     1.4.6               RustDesk       
RyzenMasterSDK                                                                               1.2.3.5             Advanced Mic...
SDK ARM64 Additions                                                                          10.1.26100.8249     Microsoft Co...
SDK ARM64 Redistributables                                                                   10.1.26100.8249     Microsoft Co...
SDK Debuggers                                                                                10.1.26100.1742     Microsoft Co...
Servicio Servicio Controlador de Servicios                                                   25.04A              Centro de So...
sptools_Microsoft.VisualStudio.OfficeDeveloperTools.Msi                                      18.3.37117          Microsoft Co...
sptools_Microsoft.VisualStudio.Vsto.Msi                                                      18.3.37117          Microsoft Co...
sptools_Microsoft.VisualStudio.Vsto.Msi.Resources                                            18.3.37117          Microsoft Co...
sptools_Microsoft.VisualStudio.Vsto.Msi.x64                                                  18.3.37117          Microsoft Co...
SQL Server 2022 Batch Parser                                                                 16.0.1000.6         Microsoft Co...
SQL Server 2022 Common Files                                                                 16.0.1000.6         Microsoft Co...
SQL Server 2022 Common Files                                                                 16.0.1000.6         Microsoft Co...
SQL Server 2022 Connection Info                                                              16.0.1000.6         Microsoft Co...
SQL Server 2022 Connection Info                                                              16.0.1000.6         Microsoft Co...
SQL Server 2022 Database Engine Services                                                     16.0.1000.6         Microsoft Co...
SQL Server 2022 Database Engine Services                                                     16.0.1000.6         Microsoft Co...
SQL Server 2022 Database Engine Shared                                                       16.0.1000.6         Microsoft Co...
SQL Server 2022 Database Engine Shared                                                       16.0.1000.6         Microsoft Co...
SQL Server 2022 DMF                                                                          16.0.1000.6         Microsoft Co...
SQL Server 2022 DMF                                                                          16.0.1000.6         Microsoft Co...
SQL Server 2022 Shared Management Objects                                                    16.0.1000.6         Microsoft Co...
SQL Server 2022 Shared Management Objects                                                    16.0.1000.6         Microsoft Co...
SQL Server 2022 Shared Management Objects Extensions                                         16.0.1000.6         Microsoft Co...
SQL Server 2022 Shared Management Objects Extensions                                         16.0.1000.6         Microsoft Co...
SQL Server 2022 SQL Diagnostics                                                              16.0.1000.6         Microsoft Co...
SQL Server 2022 XEvent                                                                       16.0.1000.6         Microsoft Co...
SQL Server 2022 XEvent                                                                       16.0.1000.6         Microsoft Co...
SQL Server Management Studio                                                                 20.2.37.0           Microsoft Corp.
SSMS Post Install Tasks                                                                      20.2.37.0           Microsoft Co...
StarWind V2V Converter V9.0 (build 242)                                                                          StarWind Sof...
TeamViewer                                                                                   15.78.4             TeamViewer     
Total Uninstall Professional version 7.6.0.669                                               7.6.0.669                          
UniGetUI                                                                                     2026.2.0            Devolutions ...
Universal Adb Driver                                                                         1.0.4               ClockworkMod   
Universal CRT Extension SDK                                                                  10.1.26100.8249     Microsoft Co...
Universal CRT Extension SDK                                                                  10.1.22621.5040     Microsoft Co...
Universal CRT Headers Libraries and Sources                                                  10.1.22621.5040     Microsoft Co...
Universal CRT Headers Libraries and Sources                                                  10.1.26100.8249     Microsoft Co...
Universal CRT Redistributable                                                                10.1.26100.8249     Microsoft Co...
Universal CRT Redistributable                                                                10.0.26624          Microsoft Co...
Universal CRT Redistributable                                                                10.1.22621.5040     Microsoft Co...
Universal CRT Tools x64                                                                      10.1.26100.8249     Microsoft Co...
Universal CRT Tools x86                                                                      10.1.26100.8249     Microsoft Co...
Universal General MIDI DLS Extension SDK                                                     10.1.22621.5040     Microsoft Co...
Universal General MIDI DLS Extension SDK                                                     10.1.26100.8249     Microsoft Co...
UXP WebView Support                                                                          1.2.0               Adobe Inc.     
vcpp_crt.redist.clickonce                                                                    14.51.36247         Microsoft Co...
vcpp_crt.redist.clickonce                                                                    14.44.35211         Microsoft Co...
vcpp_crt.redist.clickonce                                                                    14.50.35710         Microsoft Co...
Visual C++ Library CRT Appx Package                                                          14.51.36244         Microsoft Co...
Visual C++ Library CRT Appx Package                                                          14.44.35208         Microsoft Co...
Visual C++ Library CRT Appx Resource Package                                                 14.51.36244         Microsoft Co...
Visual C++ Library CRT ARM64 Appx Package                                                    14.51.36244         Microsoft Co...
Visual C++ Library CRT Desktop Appx Package                                                  14.44.35208         Microsoft Co...
Visual C++ Library CRT Desktop Appx Package                                                  14.51.36244         Microsoft Co...
Visual C++ Library CRT Desktop Appx Package                                                  14.44.35208         Microsoft Co...
Visual Studio 2017 Isolated Shell for SSMS                                                   15.0.28307.421      Microsoft Co...
Visual Studio 2017 Shell (aislado) para SSMS (LangPack): español                             15.0.28307.421      Microsoft Co...
Visual Studio Build Tools 2026 (2)                                                           18.7.1              Microsoft Co...
Visual Studio Community 2022                                                                 17.14.35            Microsoft Co...
Visual Studio Community 2026                                                                 18.7.1              Microsoft Co...
VS Immersive Activate Helper                                                                 17.0.157.0          Microsoft Co...
VS JIT Debugger                                                                              17.0.157.0          Microsoft Co...
VS Script Debugging Common                                                                   17.0.157.0          Microsoft Co...
VS WCF Debugging                                                                             17.0.157.0          Microsoft Co...
vs_BlendMsi                                                                                  18.7.11811          Microsoft Co...
vs_clickoncebootstrappermsi                                                                  18.7.11811          Microsoft Co...
vs_clickoncebootstrappermsires                                                               18.7.11811          Microsoft Co...
vs_clickoncesigntoolmsi                                                                      18.7.11811          Microsoft Co...
vs_codecoveragemsi                                                                           18.7.11811          Microsoft Co...
vs_communitymsires                                                                           18.7.11811          Microsoft Co...
vs_communitysharedmsi                                                                        18.7.11811          Microsoft Co...
vs_communityx64msi                                                                           18.7.11811          Microsoft Co...
vs_CoreEditorFonts                                                                           17.7.40001          Microsoft Co...
vs_devenvsharedmsi                                                                           18.7.11811          Microsoft Co...
vs_devenx64vmsi                                                                              18.7.11811          Microsoft Co...
vs_filehandler_amd64                                                                         18.7.11811          Microsoft Co...
vs_filehandler_x86                                                                           18.7.11811          Microsoft Co...
vs_FileTracker_Singleton                                                                     18.7.11811          Microsoft Co...
vs_githubprotocolhandlermsi                                                                  18.7.11811          Microsoft Co...
vs_Graphics_Singletonx64                                                                     18.7.11811          Microsoft Co...
vs_Graphics_Singletonx86                                                                     18.7.11811          Microsoft Co...
vs_minshellinteropsharedmsi                                                                  18.7.11811          Microsoft Co...
vs_minshellinteropx64msi                                                                     18.7.11811          Microsoft Co...
vs_minshellmsires                                                                            18.7.11811          Microsoft Co...
vs_minshellsharedmsi                                                                         18.7.11811          Microsoft Co...
vs_minshellx64msi                                                                            18.7.11811          Microsoft Co...
vs_SQLClickOnceBootstrappermsi                                                               18.7.11811          Microsoft Co...
vs_tipsmsi                                                                                   18.7.11811          Microsoft Co...
vs_vswebprotocolselectormsi                                                                  18.7.11811          Microsoft Co...
vs_vswebprotocolselectormsires                                                               18.7.11811          Microsoft Co...
Wacom STU Driver                                                                             5.4.5               Wacom Co., Ltd.
Wacom STU Driver (x64)                                                                       5.4.5               Wacom Co., Ltd.
WebStorm 2026.1.3                                                                            261.25134.101       JetBrains s....
WebView2 Runtime de Microsoft Edge                                                           149.0.4022.69       Microsoft Co...
WinAppDeploy                                                                                 10.1.22621.5040     Microsoft Co...
WinAppDeploy                                                                                 10.1.26100.8249     Microsoft Co...
Windhawk v1.7.3                                                                              1.7.3               Ramen Software 
Windows App Certification Kit Native Components                                              10.1.26100.8249     Microsoft Co...
Windows App Certification Kit SupportedApiList x86                                           10.1.26100.8249     Microsoft Co...
Windows App Certification Kit x64                                                            10.1.26100.8249     Microsoft Co...
Windows App Certification Kit x64 (OnecoreUAP)                                               10.1.26100.8249     Microsoft Co...
Windows Desktop Extension SDK                                                                10.1.22621.5040     Microsoft Co...
Windows Desktop Extension SDK                                                                10.1.26100.8249     Microsoft Co...
Windows Desktop Extension SDK Contracts                                                      10.1.22621.5040     Microsoft Co...
Windows Desktop Extension SDK Contracts                                                      10.1.26100.8249     Microsoft Co...
Windows IoT Extension SDK                                                                    10.1.22621.5040     Microsoft Co...
Windows IoT Extension SDK                                                                    10.1.26100.8249     Microsoft Co...
Windows IoT Extension SDK Contracts                                                          10.1.22621.5040     Microsoft Co...
Windows IoT Extension SDK Contracts                                                          10.1.26100.8249     Microsoft Co...
Windows IP Over USB                                                                          10.1.26100.1742     Microsoft Co...
Windows Mobile Extension SDK                                                                 10.1.26100.8249     Microsoft Co...
Windows Mobile Extension SDK                                                                 10.1.22621.5040     Microsoft Co...
Windows Mobile Extension SDK Contracts                                                       10.1.22621.5040     Microsoft Co...
Windows Mobile Extension SDK Contracts                                                       10.1.26100.8249     Microsoft Co...
Windows SDK                                                                                  10.1.26100.8249     Microsoft Co...
Windows SDK AddOn                                                                            10.1.0.0            Microsoft Co...
Windows SDK ARM Desktop Tools                                                                10.1.22621.5040     Microsoft Co...
Windows SDK ARM64 Desktop Tools                                                              10.1.26100.8249     Microsoft Co...
Windows SDK Desktop Headers arm                                                              10.1.22621.5040     Microsoft Co...
Windows SDK Desktop Headers arm64                                                            10.1.26100.8249     Microsoft Co...
Windows SDK Desktop Headers arm64                                                            10.1.22621.5040     Microsoft Co...
Windows SDK Desktop Headers x64                                                              10.1.22621.5040     Microsoft Co...
Windows SDK Desktop Headers x64                                                              10.1.26100.8249     Microsoft Co...
Windows SDK Desktop Headers x86                                                              10.1.22621.5040     Microsoft Co...
Windows SDK Desktop Headers x86                                                              10.1.26100.8249     Microsoft Co...
Windows SDK Desktop Libs arm                                                                 10.1.22621.5040     Microsoft Co...
Windows SDK Desktop Libs arm64                                                               10.1.26100.8249     Microsoft Co...
Windows SDK Desktop Libs arm64                                                               10.1.22621.5040     Microsoft Co...
Windows SDK Desktop Libs x64                                                                 10.1.26100.8249     Microsoft Co...
Windows SDK Desktop Libs x64                                                                 10.1.22621.5040     Microsoft Co...
Windows SDK Desktop Libs x86                                                                 10.1.26100.8249     Microsoft Co...
Windows SDK Desktop Libs x86                                                                 10.1.22621.5040     Microsoft Co...
Windows SDK Desktop Tools arm64                                                              10.1.22621.5040     Microsoft Co...
Windows SDK Desktop Tools arm64                                                              10.1.26100.8249     Microsoft Co...
Windows SDK Desktop Tools x64                                                                10.1.22621.5040     Microsoft Co...
Windows SDK Desktop Tools x64                                                                10.1.26100.8249     Microsoft Co...
Windows SDK Desktop Tools x86                                                                10.1.22621.5040     Microsoft Co...
Windows SDK Desktop Tools x86                                                                10.1.26100.8249     Microsoft Co...
Windows SDK DirectX x64 Remote                                                               10.1.26100.8249     Microsoft Co...
Windows SDK DirectX x86 Remote                                                               10.1.26100.8249     Microsoft Co...
Windows SDK EULA                                                                             10.1.26100.8249     Microsoft Co...
Windows SDK EULA                                                                             10.1.22621.5040     Microsoft Co...
Windows SDK Facade Windows WinMD Versioned                                                   10.1.26100.8249     Microsoft Co...
Windows SDK Facade Windows WinMD Versioned                                                   10.1.22621.5040     Microsoft Co...
Windows SDK for Windows Store Apps                                                           10.1.26100.8249     Microsoft Co...
Windows SDK for Windows Store Apps Contracts                                                 10.1.22621.5040     Microsoft Co...
Windows SDK for Windows Store Apps Contracts                                                 10.1.26100.8249     Microsoft Co...
Windows SDK for Windows Store Apps DirectX x86 Remote                                        10.1.22621.5040     Microsoft Co...
Windows SDK for Windows Store Apps DirectX x86 Remote                                        10.1.26100.8249     Microsoft Co...
Windows SDK for Windows Store Apps Headers                                                   10.1.26100.8249     Microsoft Co...
Windows SDK for Windows Store Apps Headers                                                   10.1.22621.5040     Microsoft Co...
Windows SDK for Windows Store Apps Headers OnecoreUap                                        10.1.26100.8249     Microsoft Co...
Windows SDK for Windows Store Apps Libs                                                      10.1.22621.5040     Microsoft Co...
Windows SDK for Windows Store Apps Libs                                                      10.1.26100.8249     Microsoft Co...
Windows SDK for Windows Store Apps Metadata                                                  10.1.22621.5040     Microsoft Co...
Windows SDK for Windows Store Apps Metadata                                                  10.1.26100.8249     Microsoft Co...
Windows SDK for Windows Store Apps Tools                                                     10.1.26100.8249     Microsoft Co...
Windows SDK for Windows Store Apps Tools                                                     10.1.22621.5040     Microsoft Co...
Windows SDK for Windows Store Managed Apps Libs                                              10.1.22621.5040     Microsoft Co...
Windows SDK for Windows Store Managed Apps Libs                                              10.1.26100.8249     Microsoft Co...
Windows SDK Modern Non-Versioned Developer Tools                                             10.1.26100.8249     Microsoft Co...
Windows SDK Modern Versioned Developer Tools                                                 10.1.22621.5040     Microsoft Co...
Windows SDK Modern Versioned Developer Tools                                                 10.1.26100.8249     Microsoft Co...
Windows SDK OnecoreUap Headers arm64                                                         10.1.26100.8249     Microsoft Co...
Windows SDK OnecoreUap Headers x64                                                           10.1.26100.8249     Microsoft Co...
Windows SDK OnecoreUap Headers x86                                                           10.1.26100.8249     Microsoft Co...
Windows SDK Redistributables                                                                 10.1.26100.8249     Microsoft Co...
Windows SDK Signing Tools                                                                    10.1.26100.8249     Microsoft Co...
Windows SDK Signing Tools                                                                    10.1.22621.5040     Microsoft Co...
Windows Software Development Kit - Windows 10.0.22621.3233                                   10.1.22621.3233     Microsoft Co...
Windows Software Development Kit - Windows 10.0.22621.5040                                   10.1.22621.5040     Microsoft Co...
Windows Software Development Kit - Windows 10.0.26100.1742                                   10.1.26100.1742     Microsoft Co...
Windows Software Development Kit - Windows 10.0.26100.7175                                   10.1.26100.7175     Microsoft Co...
Windows Software Development Kit - Windows 10.0.26100.7705                                   10.1.26100.7705     Microsoft Co...
Windows Software Development Kit - Windows 10.0.26100.8249                                   10.1.26100.8249     Microsoft Co...
Windows Subsystem for Linux                                                                  2.7.8.0             Microsoft Co...
Windows Team Extension SDK                                                                   10.1.22621.5040     Microsoft Co...
Windows Team Extension SDK                                                                   10.1.26100.8249     Microsoft Co...
Windows Team Extension SDK Contracts                                                         10.1.26100.8249     Microsoft Co...
Windows Team Extension SDK Contracts                                                         10.1.22621.5040     Microsoft Co...
windows_toolscorepkg                                                                         17.14.36015         Microsoft Co...
windows_toolscorepkg                                                                         18.7.11811          Microsoft Co...
Winhance v26.04.21                                                                           26.04.21            Marco du Ple...
WinImage                                                                                                                        
WinRT Intellisense Desktop - en-us                                                           10.1.22621.5040     Microsoft Co...
WinRT Intellisense Desktop - en-us                                                           10.1.26100.8249     Microsoft Co...
WinRT Intellisense Desktop - Other Languages                                                 10.1.22621.5040     Microsoft Co...
WinRT Intellisense Desktop - Other Languages                                                 10.1.26100.8249     Microsoft Co...
WinRT Intellisense IoT - en-us                                                               10.1.22621.5040     Microsoft Co...
WinRT Intellisense IoT - en-us                                                               10.1.26100.8249     Microsoft Co...
WinRT Intellisense IoT - Other Languages                                                     10.1.26100.8249     Microsoft Co...
WinRT Intellisense IoT - Other Languages                                                     10.1.22621.5040     Microsoft Co...
WinRT Intellisense Mobile - en-us                                                            10.1.22621.5040     Microsoft Co...
WinRT Intellisense Mobile - en-us                                                            10.1.26100.8249     Microsoft Co...
WinRT Intellisense PPI - en-us                                                               10.1.26100.8249     Microsoft Co...
WinRT Intellisense PPI - en-us                                                               10.1.22621.5040     Microsoft Co...
WinRT Intellisense PPI - Other Languages                                                     10.1.26100.8249     Microsoft Co...
WinRT Intellisense PPI - Other Languages                                                     10.1.22621.5040     Microsoft Co...
WinRT Intellisense UAP - en-us                                                               10.1.22621.5040     Microsoft Co...
WinRT Intellisense UAP - en-us                                                               10.1.26100.8249     Microsoft Co...
WinRT Intellisense UAP - Other Languages                                                     10.1.22621.5040     Microsoft Co...
WinRT Intellisense UAP - Other Languages                                                     10.1.26100.8249     Microsoft Co...
WinScript                                                                                    2.18.2              flick9000      
WireGuard                                                                                    1.1                 WireGuard LLC  
Workflow Manager Client 1.0                                                                  2.1.10525.2         Microsoft Co...
Workflow Manager Tools 1.0 for Visual Studio                                                 17.10.30122.0       Microsoft Co...
WPT Redistributables                                                                         10.1.26100.1742     Microsoft      
WPTx64 (DesktopEditions)                                                                     10.1.26100.1742     Microsoft      
WPTx64 (OnecoreUAP)                                                                          10.1.26100.1742     Microsoft      


